raceId,raceName,year,Prediction 3,Prediction 4,Prediction 5
1066,Russian Grand Prix,2021,3.2922802266009645,3.034621270251172,3.4668430109879806
1067,Turkish Grand Prix,2021,2.68981602869955,3.6901828415829683,2.7905709782030836
1069,United States Grand Prix,2021,2.5553495856324764,2.591170452637099,2.2100873298677315
1070,Mexico City Grand Prix,2021,3.532544442554047,2.5694582973281492,3.1169420139071455
1071,São Paulo Grand Prix,2021,2.9682104590258285,2.1797840138256808,1.8479174141647825
1072,Saudi Arabian Grand Prix,2021,3.212043649333238,2.813574512587993,3.188779885678329
1073,Abu Dhabi Grand Prix,2021,3.2184516609272853,3.0720262703799466,3.3054260845389565
1074,Bahrain Grand Prix,2022,3.266808457473899,3.2647472690707984,3.422114227275992
1075,Saudi Arabian Grand Prix,2022,2.9874037705565497,3.212498760599118,3.565131891185279
1076,Australian Grand Prix,2022,2.4205678019077843,2.549090203777704,3.335945320847573
1077,Emilia Romagna Grand Prix,2022,3.532285688674655,3.4228623225102464,4.81120013809647
1078,Miami Grand Prix,2022,4.244390047509749,3.9984989472945367,3.6056134911329742
1079,Spanish Grand Prix,2022,3.5704211005778186,4.077700262327972,2.9834510756234125
1080,Monaco Grand Prix,2022,2.9664349176480096,2.452580988619223,2.757141145806212
1081,Azerbaijan Grand Prix,2022,3.5474918811696954,3.16415507205213,2.766234169283309
1082,Canadian Grand Prix,2022,2.8439039698216066,3.304814750932677,3.4667721179128153
1083,British Grand Prix,2022,4.057708645018986,3.7358778459195126,4.0146631390612315
1084,Austrian Grand Prix,2022,2.4487988746450005,3.126322093111566,3.25545765004261
1085,French Grand Prix,2022,3.207448371407478,2.9866897618913195,3.207846465285245
1086,Hungarian Grand Prix,2022,2.6358971293327933,2.843187680053005,3.1452293776196334
1087,Belgian Grand Prix,2022,3.3762540349159833,3.791623319662793,3.1638961687239204
1088,Dutch Grand Prix,2022,2.5107722032154687,2.624324814370104,2.677329677128869
1089,Italian Grand Prix,2022,3.2551006665881674,3.8582979705479707,3.0421440378366866
1091,Singapore Grand Prix,2022,3.507991556421939,3.5841571608946596,3.378251341744589
1092,Japanese Grand Prix,2022,3.012515344824772,2.367970520707363,3.1607109911172238
1093,United States Grand Prix,2022,3.6765016705833387,3.6033887055310205,3.680323595825924
1094,Mexico City Grand Prix,2022,3.0385809927801484,2.9000480551010726,2.719817789731782
1095,Brazilian Grand Prix,2022,2.8209621760330146,3.546161202858508,3.828636416632187
1096,Abu Dhabi Grand Prix,2022,3.1467858473090473,3.1843529394582037,2.5419403441387414
1098,Bahrain Grand Prix,2023,4.0521893934179465,4.169448338932214,4.1610692224442225
1099,Saudi Arabian Grand Prix,2023,2.6947261076962445,3.0565159139875204,2.5426105913869854
1100,Australian Grand Prix,2023,3.568924467153429,3.70906334124553,3.7741509965520574
1101,Azerbaijan Grand Prix,2023,3.039701678232068,3.08922343073593,3.3153974759910603
1102,Miami Grand Prix,2023,3.3016537761992097,3.318322069552618,2.8256731583395753
1104,Monaco Grand Prix,2023,3.6558267776534605,4.0665882906948125,3.7020889531241705
1105,Spanish Grand Prix,2023,3.084924818421945,3.4954074439735203,3.4457862599932283
1106,Canadian Grand Prix,2023,3.9744867536074118,4.018428967041095,3.6882025102561675
1107,Austrian Grand Prix,2023,2.6851951848550533,2.9409240361993083,3.0868012144960764
1108,British Grand Prix,2023,3.4695952927168294,3.415258925996827,3.167471561219953
1109,Hungarian Grand Prix,2023,3.772947207671664,3.3412327586629056,3.426757494998962
1110,Belgian Grand Prix,2023,2.632522368103221,3.2239905947166,2.4953245667704445
